Type,Removed_stopwords
2,يويفا يقبل مشاركة مدريد وبرشلونة ويوفنتوس دوري الابطال
2,ظهر حراس المنتخب الفرنسي لكرة القدم تدريبات مالوفة لحراس المرمى
2,بدا التدريب الاول لمنتخب فرنسا لبطولة اليورو
2,تحليل البيانات يحسم اختيارات قائمة انجلترا لمنافسات كاس امم اوروبا
2,مدرب انجلترا يختار قائمة اولية لاعبا
2,رسميا مدريد يعين كارلو انشيلوتي خليفة للمدرب المستقيل زيدان
2,كارلو انشيلوتي يستقبل ويغادر مدريد
2,اكد رئيس نادي برشلونة ان المفاوضات مستمرة بشكل جيد لتمديد عقد ميسي
2,رئيس نادي برشلونة ينفي استقالته رحيل ميسي
2,رفض مدرب منتخب الارجنتين قرار كونميبول بنقل بطولة كاس كوبا اميركا الى البرازيل
2,اغلبية البرازيليين يعارضون استضافة بلادهم لكوبا اميركا
2,كشفت الصين خطط لبناء مدينة كرة قدم تشجيعا لممارسة كرة القدم
2,المنتخب الصيني لكرة القدم يودع تصفيات كاس العالم
2,فرنسا تهزم ويلز بـثلاثية وكريم بنزيمة يهدر جزائية
2,استبعاده لـ اعوام استدعاء بنزيما لتشكيلة المنتخب الفرنسي
2,منتخب الشيلي يسقط طائرة درون ظنا انها مسيرة الارجنتين
2,اختبار صعب للارجنتين امام تشيلي كوبا امريكا
2,اعلن نادي ارسنال الانجليزي لكرة القدم رحيل عددا لاعبيه
2,ارباح ارسنال تزايد مستمر رغم الموسم الكارثي
2,منتخب الجزائر يتضامن فلسطين بطريقة فريدة مبارته ضد مورتانيا
2,موريتانيا تخطف تعادلا المنتخب المغرب
2,اندية استرالية تنسحب دورى ابطال اسيا بسبب كورونا
2,ابطال اسيا اعتماد بدلاء الاندية المنسحبة
2,الارجنتيني ميسي يتحسر ضياع الفوز امام تشيلي
2,الارجنتين تفوز تشيلي بهدف ماركة ميسي
2,ازمات فرنسا المفتوحة للتنس تتواصل اعتقال لاعبة روسية
2,بطولة فرنسا المفتوحة اطلاق سراح يانا سيزيكوفا الحجز
2,وجه والد النجم الارجنتيني اغويرو اتهامات للمدرب بيب غوارديولا اذ وصفه بالمنافق
2,ليلة التتويج غوارديولا يجهش بالبكاء بسبب اغويرو
2,اكدت قطر جاهزيتها لاستضافة كاس العالم
2,قطر تستعرض مجسمات ملاعب مونديال منتدى بطرسبورغ
2,ساعات سيارة فخمة هدية اغويرو لعمال مانشستر سيتي الرحيل
2,مانشستر سيتي يكرم الارجنتيني سيرخيو اغويرو
2,تاكد غياب محمد صلاح قائمة منتخب مصر باولمبياد طوكيو
2,محمد صلاح يشارك اولمبياد طوكيو موافقة ليفربول
2,البرازيل تهزم الاكوادور وتعزز صدارتها لتصفيات المونديال
2,نجوم البرازيل يقررون المشاركة كوبا امريكا
2,اكد اعلامي اسباني ان لاعب الفرنسي مبابي يقترب اعلان انتقاله الى مدريد
2,نفى مدريد خبر التفاوض كيليان مبابي ونيمار
2,محمد النني يتوج بجائزة افضل هدف ارسنال خلال الموسم
2,هدف الموسم ارسنال يستعد لبدء مفاوضات تجديد عقد النني
2,معارك متنقلة شهدها نهائي اول دوري امم للكونكاكاف كرة القدم الولايات المتحدة والمكسيك
2,الولايات المتحدة تواجه المكسيك النهائي
2,رئيس باريس سان جيرمان ينهي الجدل حول مصير مبابي الفريق
2,الخليفي يمنح مبابي موعدا نهائيا لتقرير مصيره
2,قمصان لاعبي اوكرانيا بطولة اوروبا تشعل معركة سياسية جديدة روسيا
2,يويفا يامر اوكرانيا بتعديل قمصان منتخبها
2,انتصارات منتخبات عربية ثمية تصفيات مونديال وكاس اسيا
2,الاردن يودع تصفيات المونديال
2,مبابي ينفي خبر انتقاله الى النادي الملكي الاسباني ويلمح حول انتقاله لبايرن ميونيخ
2,مبابي سيعلن انتقاله الى مدريد ببطولة اوروبا
2,رونالدو يسعى للعودة الى احدى فرقه سابقة
2,مدريد يرفض عودة رونالدو ويتغنى بلمسات زيدان
2,كريستيانو رونالدو يقترب افتتاح فندق جديد فى المغرب
2,رونالدو يتجه للاستثمار ويفتتح اول فندق يحمل اسمه مدينته ماديرا
2,بنزيمة يتعرض لاصابة قوية تهدد مشاركته بطولة اوروبا
2,اصابة كريم بنزيمة تمنعه المشاركة الكلاسيكو الاسباني
2,البرازيل تواصل تقدمها تصفيات المونديال والارجنتين تخفق مجددا
2,البرازيل تخسر لاول مرة فى تصفيات المونديال امام بوليفيا
2,الاتحاد الاوروبي يعلق الاجراءات التاديبية بحق اندية دوري السوبر الاوروبي
2,اليويفا يبدا اجراءات تاديبية بحق مدريد وبرشلونة ويوفنتوس
2,اعرب مالك ناد امريكي تفائله بامكانية تعاقد ميسي
2,رسميا نهاية عقد النجم الارجنتيني ليونيل ميسي برشلونة
2,المحكمة العليا البرازيلية تصدر قرارها بشان امكانية اقامة كوبا اميركا
2,ازمات عديدة تحاصر اقامة كوبا امريكا البرازيل
2,اسوا ركلة حرة لرونالدو تثير موجة السخرية
2,انتقال رونالدو يسيطر الصفحات الاولى للصحافة الاوروبية
2,المفوضية الاوروبية تحذر تفشي سلالات كورونا بسبب بطولة امم اوروبا
2,بسبب كورونا اليويفا يعلن قاعدة جديدة كاس الامم الاوروبية
2,افتتاح بطولة امم اوروبا بفوز ايطاليا تركيا
2,افتتاح صوت اندريا بوتشيلي
2,بلجيكا تبدا رحلة تاكيد مكانتها بمواجهة روسيا
2,الاصابة تمنع البلجيكي دي بروين مواجهة روسيا اليورو
2,النجم الفرنسي مبابي قلق تجديد عقده فريقه باريس سان جيرمان
2,مبابي سعيد باريس سان جيرمان
2,‬اظهرت نتيجة استطلاع للراي ان ثلثي البرازيليين يرفضون استضافة كوبا امريكا
2,البرازيل تؤكد استضافة كوبا امريكا
2,لقطة مرعبة سقوط مفاجئ للاعب الدنمارك بشكل مفاجئ
2,استئناف مباراة الدنمارك وفنلندا توقفها اثر اصابة لاعب
2,فنلندا يعمق جراح الدانمارك بهدف تاريخي بطولة امم اوروبا
